source_group,recipient_group,source_start,recipient_start,distance,overlap_windows,source_window_count,recipient_window_count,overlap_fraction,class_match,source_class,recipient_class
21,26,22039791,27289725,4195197,32,32288,32665,0.0009910802775024777,1,list,list
22,26,23094528,27289725,3150514,34,32507,32665,0.0010459285692312424,1,list,list
23,26,24139211,27289725,2096280,26,32788,32665,0.000795958977498852,1,list,list
24,26,25193445,27289725,1047499,30,32661,32665,0.000918526683200147,1,list,list
25,26,26242226,27289725,0,36,32567,32665,0.0011054134553382259,0,mixed,list
0,27,0,28339390,27291171,20,25701,32520,0.000778179837360414,1,list,list
1,27,1048219,28339390,26241482,14,29893,32520,0.00046833706887900177,1,list,list
2,27,2097908,28339390,25192722,24,30366,32520,0.0007903576368306659,1,list,list
3,27,3146668,28339390,24143876,13,32164,32520,0.00040417858475314016,1,list,list
4,27,4195514,28339390,23095915,30,31507,32520,0.0009521693591900213,0,mixed,list
5,27,5243475,28339390,22047590,20,28307,32520,0.0007065390186173032,0,mixed,list
6,27,6291800,28339390,20997035,28,30984,32520,0.0009036922282468371,1,list,list
7,27,7342355,28339390,19946855,24,32458,32520,0.0007394170928584632,1,list,list
8,27,8392535,28339390,18892130,28,32538,32520,0.0008610086100861009,1,list,list
9,27,9447260,28339390,17845352,21,32499,32520,0.000646173728422413,0,mixed,list
10,27,10494038,28339390,16796336,30,32588,32520,0.0009225092250922509,1,list,list
11,27,11543054,28339390,15748370,25,32645,32520,0.0007687576875768758,1,list,list
12,27,12591020,28339390,14697788,27,32471,32520,0.0008315111946044163,1,list,list
13,27,13641602,28339390,13640175,27,32973,32520,0.0008302583025830259,1,list,list
14,27,14699215,28339390,12589900,24,32645,32520,0.0007380073800738007,1,list,list
15,27,15749490,28339390,11541531,25,32371,32520,0.0007722961910351858,1,list,list
16,27,16797859,28339390,10494742,22,32631,32520,0.0006765067650676507,1,list,list
17,27,17844648,28339390,9443719,18,32764,32520,0.0005535055350553505,1,list,list
18,27,18895671,28339390,8395995,26,32683,32520,0.0007995079950799508,1,list,list
19,27,19943395,28339390,7348516,28,32642,32520,0.0008610086100861009,1,list,list
20,27,20990874,28339390,6299599,28,32522,32520,0.0008610086100861009,1,list,list
21,27,22039791,28339390,5244862,20,32288,32520,0.0006194251734390486,1,list,list
22,27,23094528,28339390,4200179,24,32507,32520,0.0007383025194573476,1,list,list
23,27,24139211,28339390,3145945,21,32788,32520,0.0006457564575645757,1,list,list
24,27,25193445,28339390,2097164,28,32661,32520,0.0008610086100861009,1,list,list
25,27,26242226,28339390,1049665,34,32567,32520,0.001045510455104551,0,mixed,list
26,27,27289725,28339390,0,44,32665,32520,0.0013530135301353015,1,list,list
0,28,0,29382763,28334544,13,25701,32623,0.0005058168942842691,1,list,list
1,28,1048219,29382763,27284855,11,29893,32623,0.0003679791255477871,1,list,list
2,28,2097908,29382763,26236095,16,30366,32623,0.0005269050912204439,1,list,list
3,28,3146668,29382763,25187249,10,32164,32623,0.00031090660365626165,1,list,list
4,28,4195514,29382763,24139288,17,31507,32623,0.0005395626368743454,0,mixed,list
5,28,5243475,29382763,23090963,17,28307,32623,0.0006005581658247076,0,mixed,list
6,28,6291800,29382763,22040408,22,30984,32623,0.0007100438936225149,1,list,list
7,28,7342355,29382763,20990228,12,32458,32623,0.0003697085464292316,1,list,list
8,28,8392535,29382763,19935503,17,32538,32623,0.0005224660397074191,1,list,list
9,28,9447260,29382763,18888725,18,32499,32623,0.0005538631957906397,0,mixed,list
10,28,10494038,29382763,17839709,24,32588,32623,0.0007364674113170492,1,list,list
11,28,11543054,29382763,16791743,15,32645,32623,0.0004597983018116053,1,list,list
12,28,12591020,29382763,15741161,20,32471,32623,0.0006159342182254935,1,list,list
13,28,13641602,29382763,14683548,18,32973,32623,0.0005517579621739264,1,list,list
14,28,14699215,29382763,13633273,21,32645,32623,0.0006437176225362474,1,list,list
15,28,15749490,29382763,12584904,16,32371,32623,0.000494269562262519,1,list,list
16,28,16797859,29382763,11538115,21,32631,32623,0.0006437176225362474,1,list,list
17,28,17844648,29382763,10487092,23,32764,32623,0.0007050240627777948,1,list,list
18,28,18895671,29382763,9439368,22,32683,32623,0.0006743708426570211,1,list,list
19,28,19943395,29382763,8391889,29,32642,32623,0.000888943383502437,1,list,list
20,28,20990874,29382763,7342972,15,32522,32623,0.0004612262468482873,1,list,list
21,28,22039791,29382763,6288235,14,32288,32623,0.000433597621407334,1,list,list
22,28,23094528,29382763,5243552,22,32507,32623,0.0006767773095025687,1,list,list
23,28,24139211,29382763,4189318,15,32788,32623,0.0004597983018116053,1,list,list
24,28,25193445,29382763,3140537,35,32661,32623,0.0010728627042270792,1,list,list
25,28,26242226,29382763,2093038,36,32567,32623,0.0011054134553382259,0,mixed,list
26,28,27289725,29382763,1043373,29,32665,32623,0.000888943383502437,1,list,list
27,28,28339390,29382763,0,36,32520,32623,0.001107011070110701,1,list,list
0,29,0,30430735,29382516,16,25701,32745,0.0006225438698883312,0,list,mixed
1,29,1048219,30430735,28332827,15,29893,32745,0.0005017897166560733,0,list,mixed
2,29,2097908,30430735,27284067,20,30366,32745,0.0006586313640255549,0,list,mixed
3,29,3146668,30430735,26235221,10,32164,32745,0.00031090660365626165,0,list,mixed
4,29,4195514,30430735,25187260,19,31507,32745,0.0006030405941536801,1,mixed,mixed
5,29,5243475,30430735,24138935,20,28307,32745,0.0007065390186173032,1,mixed,mixed
6,29,6291800,30430735,23088380,25,30984,32745,0.000806868060934676,0,list,mixed
7,29,7342355,30430735,22038200,17,32458,32745,0.0005237537741080782,0,list,mixed
8,29,8392535,30430735,20983475,14,32538,32745,0.0004302661503472863,0,list,mixed
9,29,9447260,30430735,19936697,19,32499,32745,0.0005846333733345641,1,mixed,mixed
10,29,10494038,30430735,18887681,22,32588,32745,0.0006750951270406285,0,list,mixed
11,29,11543054,30430735,17839715,15,32645,32745,0.00045948843620768876,0,list,mixed
12,29,12591020,30430735,16789133,18,32471,32745,0.0005543407964029442,0,list,mixed
13,29,13641602,30430735,15731520,13,32973,32745,0.00039700717666819364,0,list,mixed
14,29,14699215,30430735,14681245,19,32645,32745,0.0005820186858630724,0,list,mixed
15,29,15749490,30430735,13632876,16,32371,32745,0.000494269562262519,0,list,mixed
16,29,16797859,30430735,12586087,12,32631,32745,0.00036774846005332355,0,list,mixed
17,29,17844648,30430735,11535064,14,32764,32745,0.00042754619025805465,0,list,mixed
18,29,18895671,30430735,10487340,19,32683,32745,0.0005813419820701894,0,list,mixed
19,29,19943395,30430735,9439861,25,32642,32745,0.0007658844433551865,0,list,mixed
20,29,20990874,30430735,8390944,13,32522,32745,0.00039972941393518234,0,list,mixed
21,29,22039791,30430735,7336207,14,32288,32745,0.000433597621407334,0,list,mixed
22,29,23094528,30430735,6291524,17,32507,32745,0.0005229642846156212,0,list,mixed
23,29,24139211,30430735,5237290,14,32788,32745,0.00042754619025805465,0,list,mixed
24,29,25193445,30430735,4188509,41,32661,32745,0.0012553198003735341,0,list,mixed
25,29,26242226,30430735,3141010,27,32567,32745,0.0008290600915036694,1,mixed,mixed
26,29,27289725,30430735,2091345,28,32665,32745,0.0008571865911526098,0,list,mixed
27,29,28339390,30430735,1047972,17,32520,32745,0.0005227552275522755,0,list,mixed
28,29,29382763,30430735,0,98,32623,32745,0.0030040155718358214,0,list,mixed
0,30,0,31484883,30436664,16,25701,32557,0.0006225438698883312,0,list,url
1,30,1048219,31484883,29386975,14,29893,32557,0.00046833706887900177,0,list,url
2,30,2097908,31484883,28338215,19,30366,32557,0.0006256997958242772,0,list,url
3,30,3146668,31484883,27289369,10,32164,32557,0.00031090660365626165,0,list,url
4,30,4195514,31484883,26241408,26,31507,32557,0.0008252134446313518,0,mixed,url
5,30,5243475,31484883,25193083,23,28307,32557,0.0008125198714098986,0,mixed,url
6,30,6291800,31484883,24142528,22,30984,32557,0.0007100438936225149,0,list,url
7,30,7342355,31484883,23092348,19,32458,32557,0.0005853718651796168,0,list,url
8,30,8392535,31484883,22037623,21,32538,32557,0.0006453992255209294,0,list,url
9,30,9447260,31484883,20990845,19,32499,32557,0.0005846333733345641,0,mixed,url
10,30,10494038,31484883,19941829,27,32588,32557,0.0008293147403016248,0,list,url
11,30,11543054,31484883,18893863,19,32645,32557,0.0005835918542863286,0,list,url
12,30,12591020,31484883,17843281,19,32471,32557,0.0005851375073142189,0,list,url
13,30,13641602,31484883,16785668,18,32973,32557,0.0005528764935344166,0,list,url
14,30,14699215,31484883,15735393,22,32645,32557,0.0006757379365420646,0,list,url
15,30,15749490,31484883,14687024,23,32371,32557,0.000710512495752371,0,list,url
16,30,16797859,31484883,13640235,17,32631,32557,0.0005221611327825045,0,list,url
17,30,17844648,31484883,12589212,13,32764,32557,0.0003992996897748564,0,list,url
18,30,18895671,31484883,11541488,19,32683,32557,0.0005835918542863286,0,list,url
19,30,19943395,31484883,10494009,23,32642,32557,0.0007064532972939768,0,list,url
20,30,20990874,31484883,9445092,18,32522,32557,0.0005534714962179448,0,list,url
21,30,22039791,31484883,8390355,17,32288,32557,0.0005265113974231913,0,list,url
22,30,23094528,31484883,7345672,22,32507,32557,0.0006767773095025687,0,list,url
23,30,24139211,31484883,6291438,18,32788,32557,0.0005528764935344166,0,list,url
24,30,25193445,31484883,5242657,24,32661,32557,0.0007371686580458888,0,list,url
25,30,26242226,31484883,4195158,32,32567,32557,0.000982891544061185,0,mixed,url
26,30,27289725,31484883,3145493,34,32665,32557,0.001044322265565009,0,list,url
27,30,28339390,31484883,2102120,26,32520,32557,0.0007995079950799508,0,list,url
28,30,29382763,31484883,1054148,24,32623,32557,0.0007371686580458888,0,list,url
29,30,30430735,31484883,0,22,32745,32557,0.0006757379365420646,0,mixed,url
0,31,0,32531029,31482810,12,25701,32765,0.0004669079024162484,0,list,url
1,31,1048219,32531029,30433121,7,29893,32765,0.00023416853443950089,0,list,url
2,31,2097908,32531029,29384361,14,30366,32765,0.0004610419548178884,0,list,url
3,31,3146668,32531029,28335515,16,32164,32765,0.0004974505658500186,0,list,url
4,31,4195514,32531029,27287554,20,31507,32765,0.0006347795727933475,0,mixed,url
5,31,5243475,32531029,26239229,23,28307,32765,0.0008125198714098986,0,mixed,url
6,31,6291800,32531029,25188674,21,30984,32765,0.0006777691711851278,0,list,url
7,31,7342355,32531029,24138494,15,32458,32765,0.0004621356830365395,0,list,url
8,31,8392535,32531029,23083769,15,32538,32765,0.0004609994468006638,0,list,url
9,31,9447260,32531029,22036991,22,32499,32765,0.0006769439059663374,0,mixed,url
10,31,10494038,32531029,20987975,16,32588,32765,0.0004909782742113662,0,list,url
11,31,11543054,32531029,19940009,20,32645,32765,0.0006126512482769183,0,list,url
12,31,12591020,32531029,18889427,15,32471,32765,0.00046195066366912013,0,list,url
13,31,13641602,32531029,17831814,16,32973,32765,0.0004883259575766824,0,list,url
14,31,14699215,32531029,16781539,17,32645,32765,0.0005207535610353806,0,list,url
15,31,15749490,32531029,15733170,14,32371,32765,0.00043248586697970404,0,list,url
16,31,16797859,32531029,14686381,20,32631,32765,0.0006129141000888725,0,list,url
17,31,17844648,32531029,13635358,11,32764,32765,0.0003357343425711146,0,list,url
18,31,18895671,32531029,12587634,24,32683,32765,0.0007343267141939235,0,list,url
19,31,19943395,32531029,11540155,16,32642,32765,0.0004901660437473195,0,list,url
20,31,20990874,32531029,10491238,15,32522,32765,0.0004612262468482873,0,list,url
21,31,22039791,32531029,9436501,18,32288,32765,0.0005574826560951437,0,list,url
22,31,23094528,32531029,8391818,18,32507,32765,0.0005537268895930107,0,list,url
23,31,24139211,32531029,7337584,16,32788,32765,0.0004883259575766824,0,list,url
24,31,25193445,32531029,6288803,20,32661,32765,0.0006123511221334313,0,list,url
25,31,26242226,32531029,5241304,21,32567,32765,0.000644824515613965,0,mixed,url
26,31,27289725,32531029,4191639,22,32665,32765,0.0006735037501913363,0,list,url
27,31,28339390,32531029,3148266,20,32520,32765,0.0006150061500615006,0,list,url
28,31,29382763,32531029,2100294,19,32623,32765,0.0005824111822947001,0,list,url
29,31,30430735,32531029,1046146,20,32745,32765,0.0006107802717972209,0,mixed,url
30,31,31484883,32531029,0,24,32557,32765,0.0007371686580458888,1,url,url
0,32,0,33581405,32533186,16,25701,32887,0.0006225438698883312,1,list,list
1,32,1048219,33581405,31483497,18,29893,32887,0.0006021476599872879,1,list,list
2,32,2097908,33581405,30434737,17,30366,32887,0.0005598366594217216,1,list,list
3,32,3146668,33581405,29385891,13,32164,32887,0.00040417858475314016,1,list,list
4,32,4195514,33581405,28337930,20,31507,32887,0.0006347795727933475,0,mixed,list
5,32,5243475,33581405,27289605,17,28307,32887,0.0006005581658247076,0,mixed,list
6,32,6291800,33581405,26239050,19,30984,32887,0.0006132197263103537,1,list,list
7,32,7342355,33581405,25188870,17,32458,32887,0.0005237537741080782,1,list,list
8,32,8392535,33581405,24134145,15,32538,32887,0.0004609994468006638,1,list,list
9,32,9447260,33581405,23087367,15,32499,32887,0.0004615526631588664,0,mixed,list
10,32,10494038,33581405,22038351,27,32588,32887,0.0008285258377316803,1,list,list
11,32,11543054,33581405,20990385,16,32645,32887,0.0004901209986215347,1,list,list
12,32,12591020,33581405,19939803,17,32471,32887,0.0005235440854916695,1,list,list
13,32,13641602,33581405,18882190,14,32973,32887,0.0004257001246693222,1,list,list
14,32,14699215,33581405,17831915,22,32645,32887,0.0006739163731046102,1,list,list
15,32,15749490,33581405,16783546,18,32371,32887,0.0005560532575453338,1,list,list
16,32,16797859,33581405,15736757,16,32631,32887,0.000490331280071098,1,list,list
17,32,17844648,33581405,14685734,11,32764,32887,0.0003357343425711146,1,list,list
18,32,18895671,33581405,13638010,19,32683,32887,0.0005813419820701894,1,list,list
19,32,19943395,33581405,12590531,20,32642,32887,0.0006127075546841493,1,list,list
20,32,20990874,33581405,11541614,15,32522,32887,0.0004612262468482873,1,list,list
21,32,22039791,33581405,10486877,14,32288,32887,0.000433597621407334,1,list,list
22,32,23094528,33581405,9442194,23,32507,32887,0.0007075399144799582,1,list,list
23,32,24139211,33581405,8387960,19,32788,32887,0.0005794802976698793,1,list,list
24,32,25193445,33581405,7339179,20,32661,32887,0.0006123511221334313,1,list,list
25,32,26242226,33581405,6291680,19,32567,32887,0.0005834126569840637,0,mixed,list
26,32,27289725,33581405,5242015,22,32665,32887,0.0006735037501913363,1,list,list
27,32,28339390,33581405,4198642,24,32520,32887,0.0007380073800738007,1,list,list
28,32,29382763,33581405,3150670,22,32623,32887,0.0006743708426570211,1,list,list
29,32,30430735,33581405,2096522,23,32745,32887,0.000702397312566804,0,mixed,list
30,32,31484883,33581405,1050376,28,32557,32887,0.0008600301010535369,0,url,list
31,32,32531029,33581405,0,29,32765,32887,0.000885090798107737,0,url,list
0,33,0,34637194,33588975,9,25701,32592,0.0003501809268121863,1,list,list
1,33,1048219,34637194,32539286,11,29893,32592,0.0003679791255477871,1,list,list
2,33,2097908,34637194,31490526,18,30366,32592,0.0005927682276229994,1,list,list
3,33,3146668,34637194,30441680,12,32164,32592,0.000373087924387514,1,list,list
4,33,4195514,34637194,29393719,18,31507,32592,0.0005713016155140128,0,mixed,list
5,33,5243475,34637194,28345394,20,28307,32592,0.0007065390186173032,0,mixed,list
6,33,6291800,34637194,27294839,27,30984,32592,0.0008714175058094501,1,list,list
7,33,7342355,34637194,26244659,16,32458,32592,0.0004929447285723089,1,list,list
8,33,8392535,34637194,25189934,19,32538,32592,0.0005839326326141742,1,list,list
9,33,9447260,34637194,24143156,23,32499,32592,0.0007077140835102619,0,mixed,list
10,33,10494038,34637194,23094140,29,32588,32592,0.0008898981220081012,1,list,list
11,33,11543054,34637194,22046174,22,32645,32592,0.0006750122729504173,1,list,list
12,33,12591020,34637194,20995592,28,32471,32592,0.000862307905515691,1,list,list
13,33,13641602,34637194,19937979,16,32973,32592,0.0004909180166912126,1,list,list
14,33,14699215,34637194,18887704,24,32645,32592,0.0007363770250368188,1,list,list
15,33,15749490,34637194,17839335,22,32371,32592,0.0006796206481109635,1,list,list
16,33,16797859,34637194,16792546,20,32631,32592,0.0006136475208640157,1,list,list
17,33,17844648,34637194,15741523,12,32764,32592,0.0003681885125184094,1,list,list
18,33,18895671,34637194,14693799,27,32683,32592,0.0008284241531664212,1,list,list
19,33,19943395,34637194,13646320,20,32642,32592,0.0006136475208640157,1,list,list
20,33,20990874,34637194,12597403,21,32522,32592,0.0006457167455876022,1,list,list
21,33,22039791,34637194,11542666,16,32288,32592,0.0004955401387512388,1,list,list
22,33,23094528,34637194,10497983,23,32507,32592,0.0007075399144799582,1,list,list
23,33,24139211,34637194,9443749,22,32788,32592,0.0006750122729504173,1,list,list
24,33,25193445,34637194,8394968,22,32661,32592,0.0006750122729504173,1,list,list
25,33,26242226,34637194,7347469,26,32567,32592,0.0007983541621887187,0,mixed,list
26,33,27289725,34637194,6297804,35,32665,32592,0.0010738831615120276,1,list,list
27,33,28339390,34637194,5254431,23,32520,32592,0.0007072570725707257,1,list,list
28,33,29382763,34637194,4206459,20,32623,32592,0.0006136475208640157,1,list,list
29,33,30430735,34637194,3152311,21,32745,32592,0.0006443298969072165,0,mixed,list
30,33,31484883,34637194,2106165,20,32557,32592,0.0006143072150382406,0,url,list
31,33,32531029,34637194,1055789,19,32765,32592,0.0005829651448208149,0,url,list
32,33,33581405,34637194,0,26,32887,32592,0.0007977417771232204,1,list,list
0,34,0,35682590,34634371,13,25701,32809,0.0005058168942842691,0,list,mixed
1,34,1048219,35682590,33584682,9,29893,32809,0.00030107382999364397,0,list,mixed
